ISBN;AccessionNum;LoanID;Title;Genre;Category;Publisher;Author;Author;OnLoan;Stock;Language;YearOfPublication;Yazar ISBN Kodu
ISBN_000000000000966;ACCS_000000000000948;LOAN_000000000000996;Do?umundan Ölümüne Kadar Kaynakçal? Atatürk Günlü?ü;Roman;Ortado?u (Yak?ndo?u);Can Yay?nlar?;Utkan Koçatürk;Utkan;Koçatürk;0;Türkçe;45449,36653;100570
ISBN_000000000000967;ACCS_000000000000949;LOAN_000000000000997;Do?unun Limanlar?;Roman;Dünya Edebiyat?;Can Yay?nlar?;Am?n Maalauf;Am?n;Maalauf;0;Türkçe;44525,48356;100571
ISBN_000000000000968;ACCS_000000000000950;LOAN_000000000000998;Do?unun Limanlar?;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Amin Maalouf;Amin;Maalouf;0;Türkçe;45572,37914;100052
ISBN_000000000000969;ACCS_000000000000951;LOAN_000000000000999;Do?unun Ve Bat?n?n Hakimleri Selçuklular & Gerçek Hikayeler Ve Anekdotlar;Roman;Tarih ve Co?rafya;Yky Yap? Kredi Yay?nlar?;Ayd?n Usta;Ayd?n;Usta;0;Türkçe;45586,54681;100324
ISBN_000000000000970;ACCS_000000000000952;LOAN_000000000001000;Dokuza Kadar On;Roman;?iir;Yky Yap? Kredi Yay?nlar?;Özdemir Asaf;Özdemir;Asaf;0;Türkçe;45586,54681;100572
ISBN_000000000000971;ACCS_000000000000953;LOAN_000000000001001;Dokuzla Dokuz Aras?nda;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Leo Perutz;Leo;Perutz;0;Türkçe;44525,56855;100573
ISBN_000000000000972;ACCS_000000000000954;LOAN_000000000001002;Dokuzuncu Hariciye Ko?u?u;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Peyami Safa;Peyami;Safa;0;Türkçe;44526,55998;100021
ISBN_000000000000973;ACCS_000000000000955;LOAN_000000000001003;Don K?y?s?nda Hasat;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Solohov;Solohov;0;0;Türkçe;45586,54689;100574
ISBN_000000000000974;ACCS_000000000000956;LOAN_000000000001004;Don Ki?ot;Klasik;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Miguel De Cervantes;Miguel De;Cervantes;0;Türkçe;44523,51425;100575
ISBN_000000000000975;ACCS_000000000000956;LOAN_000000000001005;Don Ki?ot;Klasik;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;M?guel De Cervantes;M?guel De;Cervantes;0;Türkçe;44523,56936;100576
ISBN_000000000000976;ACCS_000000000000957;LOAN_000000000001006;Don Ki?ot ?stanbul'Da;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;R?fat Ilgaz;R?fat;Ilgaz;0;Türkçe;44529,37339;100243
ISBN_000000000000977;ACCS_000000000000958;LOAN_000000000001007;Don Qu?jote;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;M?guel De Cervantes;M?guel De;Cervantes;0;Türkçe;44529,46439;100576
ISBN_000000000000978;ACCS_000000000000959;LOAN_000000000001008;Dondurulmu? ?eftaliler;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Espido Freire;Espido;Freire;0;Türkçe;44531,50455;100577
ISBN_000000000000979;ACCS_000000000000960;LOAN_000000000001009;Donmu?;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Jay Bonans?gna;Jay;Bonans?gna;0;Türkçe;45586,54696;100578
ISBN_000000000000980;ACCS_000000000000961;LOAN_000000000001010;Doruk;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Irvin Shaw;Irvin;Shaw;0;Türkçe;45586,54696;100579
ISBN_000000000000981;ACCS_000000000000962;LOAN_000000000001011;Dost Toprak;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Pearl S. Buck;Pearl S.;Buck;0;Türkçe;45586,54696;100580
ISBN_000000000000982;ACCS_000000000000963;LOAN_000000000001012;Dost Yak?nlar?n?n Dilinden Allah Resülü;Roman;Din ve Mitoloji;T.C ?stanbul Valili?i;Zehra Türkmen;Zehra;Türkmen;0;Türkçe;44900,51163;100581
ISBN_000000000000983;ACCS_000000000000964;LOAN_000000000001013;Dostlar Beni Hat?rlas?n;Roman;?iir;Can Yay?nlar?;A??k Veysel;A??k;Veysel;0;Türkçe;45566,41486;100478
ISBN_000000000000984;ACCS_000000000000965;LOAN_000000000001014;Dostlar?m A?klar?m;Roman;Dünya Edebiyat?;Can Yay?nlar?;Marc Levy;Marc;Levy;0;Türkçe;45566,41486;100582
ISBN_000000000000985;ACCS_000000000000966;LOAN_000000000001015;Dostlarla Mektupla?mak;Roman;Alman Edebiyat?;Can Yay?nlar?;Stefan Zweig;Stefan;Zweig;0;Türkçe;45566,40248;100094
ISBN_000000000000986;ACCS_000000000000967;LOAN_000000000001016;Dostumun Kitab?;Roman;Dünya Edebiyat?;Can Yay?nlar?;A. France;A.;France;0;Türkçe;45562,51625;100189
ISBN_000000000000987;ACCS_000000000000968;LOAN_000000000001017;Dönemeçte;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Tar?k Bu?ra;Tar?k;Bu?ra;0;Türkçe;45586,54701;100583
ISBN_000000000000988;ACCS_000000000000969;LOAN_000000000001018;Dönü?;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Ay?e Kulin;Ay?e;Kulin;0;Türkçe;44901,5113;100181
ISBN_000000000000989;ACCS_000000000000970;LOAN_000000000001019;Dönü?üm;Roman;Alman Edebiyat?;Yky Yap? Kredi Yay?nlar?;Franz Kafka;Franz;Kafka;0;Türkçe;44529,52868;100186
ISBN_000000000000990;ACCS_000000000000970;LOAN_000000000001020;Dönü?üm;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Frans?z Kafta;Frans?z;Kafta;0;Türkçe;44523,53253;100584
ISBN_000000000000991;ACCS_000000000000971;LOAN_000000000001021;Dört;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Veron?ca Roth;Veron?ca;Roth;0;Türkçe;45586,54672;100218
ISBN_000000000000992;ACCS_000000000000972;LOAN_000000000001022;Dört Karde?tiler;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Gülten Day?o?lu;Gülten;Day?o?lu;0;Türkçe;45586,54672;100349
ISBN_000000000000993;ACCS_000000000000973;LOAN_000000000001023;Dört Yaprakl? Yonca;Roman;Türk Edebiyat?;Yky Yap? Kredi Yay?nlar?;Atiila Damar;Atiila;Damar;0;Türkçe;45586,54672;100388
ISBN_000000000000994;ACCS_000000000000974;LOAN_000000000001024;Dörtgenlerin Esrar?;Roman;Dünya Edebiyat?;Yky Yap? Kredi Yay?nlar?;Sherlock Holmes;Sherlock;Holmes;0;Türkçe;45586,54672;100224
ISBN_000000000000995;ACCS_000000000000975;LOAN_000000000001025;Dövü?çü Millet;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Cemal Kurnaz;Cemal;Kurnaz;0;Türkçe;45586,54672;100174
ISBN_000000000000996;ACCS_000000000000976;LOAN_000000000001026;Dr. Jekyll ?le Bay Hyde;Roman;Dünya Edebiyat?;Can Yay?nlar?;Robert Lou?s Stevenson;Robert Lou?s;Stevenson;0;Türkçe;45586,54672;100585
ISBN_000000000000997;ACCS_000000000000977;LOAN_000000000001027;Dr.Jekyll ?le Bay Hyde;Roman;Dünya Edebiyat?;Can Yay?nlar?;Robert Louis Stevenson;Robert Louis;Stevenson;0;Türkçe;45586,54672;100536
ISBN_000000000000998;ACCS_000000000000978;LOAN_000000000001028;Dram Sanat?;Roman;Sanat;Can Yay?nlar?;Özdemir Nutku;Özdemir;Nutku;0;Türkçe;45280,76608;100572
ISBN_000000000000999;ACCS_000000000000979;LOAN_000000000001029;Dua Kader De?i?tirir;Roman;Din ve Mitoloji;Olimpos;Ethem Emin Nemutlu;Ethem Emin;Nemutlu;0;Türkçe;45562,49843;100586
ISBN_000000000001000;ACCS_000000000000980;LOAN_000000000001030;Dualar Kal?c?d?r;Roman;Türk Edebiyat?;Olimpos;Tuna Kiremitçi;Tuna;Kiremitçi;0;Türkçe;45566,41082;100018
ISBN_000000000001001;ACCS_000000000000981;LOAN_000000000001031;Dualar Ve Aminler;Roman;Din ve Mitoloji;Ötüken Yay?nevi;Arif Nihat Asya;Arif Nihat;Asya;0;Türkçe;45573,30365;100016
ISBN_000000000001002;ACCS_000000000000982;LOAN_000000000001032;Dudak Pay?;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Eda Bildek;Eda;Bildek;0;Türkçe;44526,32751;100587
ISBN_000000000001003;ACCS_000000000000983;LOAN_000000000001033;Duman;Roman;Rus Edebiyat?;Ötüken Yay?nevi;Turgenyev;Turgenyev;0;0;Türkçe;44529,40824;100314
ISBN_000000000001004;ACCS_000000000000984;LOAN_000000000001034;Dune;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Harbert;Frank;Harbert;0;Türkçe;44526,50977;100236
ISBN_000000000001005;ACCS_000000000000985;LOAN_000000000001035;Dune Çocuklar?;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Herbert;Frank;Herbert;0;Türkçe;45026,38016;100236
ISBN_000000000001006;ACCS_000000000000986;LOAN_000000000001036;Dune Mesihi;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Herbert;Frank;Herbert;0;Türkçe;44529,47263;100236
ISBN_000000000001007;ACCS_000000000000987;LOAN_000000000001037;Dune Rahibeler Meclisi;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Herbert;Frank;Herbert;0;Türkçe;44526,53792;100236
ISBN_000000000001008;ACCS_000000000000988;LOAN_000000000001038;Dune Sapk?nl?klar?;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Harbert;Frank;Harbert;0;Türkçe;44529,39922;100236
ISBN_000000000001009;ACCS_000000000000989;LOAN_000000000001039;Dune Tanr? ?mparatoru;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Herbert;Frank;Herbert;0;Türkçe;45573,55779;100236
ISBN_000000000001010;ACCS_000000000000990;LOAN_000000000001040;Dune'Un  Çocuklar?;Roman;Dünya Edebiyat?;Can Yay?nlar?;Frank Herbert;Frank;Herbert;0;Türkçe;44526,51576;100236
ISBN_000000000001011;ACCS_000000000000991;LOAN_000000000001041;Duy Beni Sevgili E?im;Roman;Türk Edebiyat?;Nesil Yay?n Grubu;Gülay Atasoy;Gülay;Atasoy;0;Türkçe;44526,49998;100588
ISBN_000000000001012;ACCS_000000000000992;LOAN_000000000001042;Dü?ünden Cepheye;Roman;Tarih ve Co?rafya;Ötüken Yay?nevi;Esra Akp?nar;Esra;Akp?nar;0;Türkçe;44900,51076;100589
ISBN_000000000001013;ACCS_000000000000993;LOAN_000000000001043;Dümeni Gö?e K?rmak;Roman;Türk edebiyat?;Türkiye Diyanet Vafk? Yay?nlar?;Emre Engin;Emre;Engin;0;Türkçe;44526,50753;100590
ISBN_000000000001014;ACCS_000000000000994;LOAN_000000000001044;Dündar Ta?er'?n Büyük Türkiye'Si;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Vedat Güldo?an;Vedat;Güldo?an;0;Türkçe;44526,52078;100411
ISBN_000000000001015;ACCS_000000000000995;LOAN_000000000001045;Dünden Bugüne K?br?s;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Prof. Dr. Erol Manisal?;Prof. Dr. Erol;Manisal?;0;Türkçe;44901,42378;100591
ISBN_000000000001016;ACCS_000000000000996;LOAN_000000000001046;Dünya Büyülü Bir Yer;Roman;Dünya Edebiyat?;Can Yay?nlar?;Dav?d Almond;Dav?d;Almond;0;Türkçe;44526,56299;100592
ISBN_000000000001017;ACCS_000000000000997;LOAN_000000000001047;Dünya De?i?irken;Roman;Türk Edebiyat?;Can Yay?nlar?;Zülfü Nivaneli;Zülfü;Nivaneli;0;Türkçe;45572,29856;100593
ISBN_000000000001018;ACCS_000000000000998;LOAN_000000000001048;Dünya Edebiat?ndan Seçme Öyküler;Roman;Dünya Edebiyat?;Can Yay?nlar?;?efik Memi?;?efik;Memi?;0;Türkçe;44901,4366;100594
ISBN_000000000001019;ACCS_000000000000999;LOAN_000000000001049;Dünya Edebiyat?nda Seçme Öyküler;Roman;Dünya Edebiyat?;Can Yay?nlar?;?efik Memi?;?efik;Memi?;0;Türkçe;45345,56377;100594
ISBN_000000000001020;ACCS_000000000001000;LOAN_000000000001050;Dünya Politikas?na Yön Verenler;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Altay Ünaltay;Altay;Ünaltay;0;Türkçe;44525,50345;100595
ISBN_000000000001021;ACCS_000000000001001;LOAN_000000000001051;Dünyalar?n Sava??;Roman;Dünya Edebiyat?;Can Yay?nlar?;H.G. Wells;H.G.;Wells;0;Türkçe;44901,47461;100596
ISBN_000000000001022;ACCS_000000000001002;LOAN_000000000001052;Dünyan?n Bir Ucundaki Fener;Roman;Dünya Edebiyat?;Can Yay?nlar?;Jules Verne;Jules;Verne;0;Türkçe;45586,54701;100302
ISBN_000000000001023;ACCS_000000000001003;LOAN_000000000001053;Dünyan?n Durumu;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Lester R Brown;Lester R;Brown;0;Türkçe;45586,54701;100597
ISBN_000000000001024;ACCS_000000000001004;LOAN_000000000001054;Dünyan?n ?lk Günü;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Beyaz?t Akman;Beyaz?t;Akman;0;Türkçe;44901,44749;100598
ISBN_000000000001025;ACCS_000000000001005;LOAN_000000000001055;Dünyan?n Merkezine Yolculuk;Roman;Dünya Edebiyat?;Can Yay?nlar?;Jules Verne;Jules;Verne;0;Türkçe;44529,39628;100302
ISBN_000000000001026;ACCS_000000000001006;LOAN_000000000001056;Dünyaya Dü?en Adam;Roman;Dünya Edebiyat?;Can Yay?nlar?;Walter Tevis;Walter;Tevis;0;Türkçe;44524,51942;100599
ISBN_000000000001027;ACCS_000000000001007;LOAN_000000000001057;Dü? Gezgini;Roman;Dünya Edebiyat?;Can Yay?nlar?;J.D.Oswald;J.D.Oswald;0;0;Türkçe;44901,45063;100223
ISBN_000000000001028;ACCS_000000000001008;LOAN_000000000001058;Dü? H?rs?z?n?n Ç?ra??;Roman;Türk Edebiyat?;Can Yay?nlar?;Ahmet Önel;Ahmet;Önel;0;Türkçe;44526,53209;100063
ISBN_000000000001029;ACCS_000000000001009;LOAN_000000000001059;Dü?man;Roman;Dünya Edebiyat?;Can Yay?nlar?;J.M.Coetzee;J.M.Coetzee;0;0;Türkçe;44900,53775;100600
ISBN_000000000001030;ACCS_000000000001010;LOAN_000000000001060;Dü?ün Dü?ü;Roman;?iir;Yitik Ülke Yay?nlar?;Ay?en Gacan Gülba?;Ay?en Gacan;Gülba?;0;;44901,38573;100601
ISBN_000000000001031;ACCS_000000000001011;LOAN_000000000001061;Dü?üncemin Harman?;Roman;Türk Edebiyat?;Can Yay?nlar?;Yusuf Ercan;Yusuf;Ercan;0;Türkçe;44901,4202;100058
ISBN_000000000001032;ACCS_000000000001012;LOAN_000000000001062;Düzceli Mehmet;Roman;Türk Edebiyat?;Nesil Yay?n Grubu;Halit Ertu?rul;Halit;Ertu?rul;0;Türkçe;44524,63959;100602
ISBN_000000000001033;ACCS_000000000001013;LOAN_000000000001063;Düzdünya;Roman;Dünya Edebiyat?;Nesil Yay?n Grubu;Ednin A. Abbott;Ednin A.;Abbott;0;Türkçe;44901,48142;100603
ISBN_000000000001034;ACCS_000000000001014;LOAN_000000000001064;Ebekulak;Roman;Türk Edebiyat?;Nesil Yay?n Grubu;Atilla Atalay;Atilla;Atalay;0;Türkçe;45363,91304;100604
ISBN_000000000001035;ACCS_000000000001015;LOAN_000000000001065;Ebu Simbel'?n K?raliçesi;Roman;Dünya Edebiyat?;Nesil Yay?n Grubu;Cristian Jacq;Cristian;Jacq;0;Türkçe;44525,51828;100605
ISBN_000000000001036;ACCS_000000000001016;LOAN_000000000001066;Ecce Homo;Roman;Felsefe ve Psikoloji;Nesil Yay?n Grubu;Fr?edr?ch N?etszche;Fr?edr?ch;N?etszche;0;Türkçe;45586,54679;100606
ISBN_000000000001037;ACCS_000000000001017;LOAN_000000000001067;Ecinliler 1;Roman;Rus Edebiyat?;Nesil Yay?n Grubu;Dostoyevski;Dostoyevski;0;0;Türkçe;45586,54698;100113
ISBN_000000000001038;ACCS_000000000001018;LOAN_000000000001068;Ecinliler 2;Roman;Rus Edebiyat?;Nesil Yay?n Grubu;Dostoyevski;Dostoyevski;0;0;Türkçe;44900,47944;100113
ISBN_000000000001039;ACCS_000000000001019;LOAN_000000000001069;Edebi Sanatlar;Roman;Türk Edebiyat?;Tedev Yay?nlar?;?sa Kocakaplan;?sa;Kocakaplan;0;Türkçe;44900,4294;100177
ISBN_000000000001040;ACCS_000000000001020;LOAN_000000000001070;Edebiyat Ak?mlar?;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Ahmet Kabakl?;Ahmet;Kabakl?;0;Türkçe;44526,36235;100063
ISBN_000000000001041;ACCS_000000000001021;LOAN_000000000001071;Edebiyat E?itim Ve Ö?retim;Roman;Dil ve Dil Bilimi;Can Yay?nlar?;Celal Aslan;Celal;Aslan;0;Türkçe;44900,44375;100607
ISBN_000000000001042;ACCS_000000000001022;LOAN_000000000001072;Edebiyat Üzerine;Roman;?ngiliz Edebiyat?;Can Yay?nlar?;George Orwell;George;Orwell;0;Türkçe;44525,46351;100001
ISBN_000000000001043;ACCS_000000000001023;LOAN_000000000001073;Edebiyat Yaz?lar? I;Roman;Türk Edebiyat?;Can Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;44901,52058;100033
ISBN_000000000001044;ACCS_000000000001024;LOAN_000000000001074;Edebiyat Yaz?lar? I?;Roman;Türk edebiyat?;Can Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;44526,47329;100033
ISBN_000000000001045;ACCS_000000000001025;LOAN_000000000001075;Edison (Hayat? Ve ?craatlar?);Roman;Do?a Bilimleri ve Matematik;Can Yay?nlar?;Thomas - Alva;Thomas -;Alva;0;Türkçe;44900,46648;100608
ISBN_000000000001046;ACCS_000000000001026;LOAN_000000000001076;Edom Frrit-Flak Humburg;Roman;Dünya Edebiyat?;Can Yay?nlar?;Jules Verne;Jules;Verne;0;Türkçe;44529,44128;100302
ISBN_000000000001047;ACCS_000000000001027;LOAN_000000000001077;Efendi;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Soner Yalç?n;Soner;Yalç?n;0;Türkçe;44531,53359;100328
ISBN_000000000001048;ACCS_000000000001028;LOAN_000000000001078;Efendi Ve U?ak;Roman;Rus Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Lev Nikolayevic Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;45567,39909;100019
ISBN_000000000001049;ACCS_000000000001029;LOAN_000000000001079;Efes;Roman;Tarih ve Co?rafya;Can Yay?nlar?;Hitit Color;Hitit;Color;0;Türkçe;44526,5334;100609
ISBN_000000000001050;ACCS_000000000001030;LOAN_000000000001080;Ege'Den Denize B?rak?lm?? Bir Çiçek;Roman;Türk Edebiyat?;Can Yay?nlar?;Halikarnas Bal?kç?s?;Halikarnas;Bal?kç?s?;0;Türkçe;44526,52817;100233
ISBN_000000000001051;ACCS_000000000001031;LOAN_000000000001081;E?itim  Ve Paradigma;Roman;Do?a Bilimleri ve Matematik;T.C ?stanbul Valili?i;?smail Aydo?an;?smail;Aydo?an;0;Türkçe;44526,51325;100120
ISBN_000000000001052;ACCS_000000000001032;LOAN_000000000001082;E?itim Ve Geli?im Özellikleriyle Okul Ça?? Çocu?u;Roman;Do?a Bilimleri ve Matematik;Remzi Kitabevi;Haluk Yavuzer;Haluk;Yavuzer;0;Türkçe;45345,56012;100025
ISBN_000000000001053;ACCS_000000000001033;LOAN_000000000001083;E?itime Adanm?? Bir Ömür;Roman;Do?a Bilimleri ve Matematik;Remzi Kitabevi;Mahir ?z;Mahir;?z;0;Türkçe;44524,62946;100610
ISBN_000000000001054;ACCS_000000000001034;LOAN_000000000001084;E?itime Adanm?? Bir Ömür - Mahir ?z;Roman;Do?a Bilimleri ve Matematik;Remzi Kitabevi;?dris Topçuo?lu;?dris;Topçuo?lu;0;Türkçe;45586,54677;100611
ISBN_000000000001055;ACCS_000000000001035;LOAN_000000000001085;Ejderha Çocuk;Roman;Dünya Edebiyat?;Remzi Kitabevi;G?ll V?ckery;G?ll;V?ckery;0;Türkçe;45586,54677;100612
ISBN_000000000001056;ACCS_000000000001036;LOAN_000000000001086;Ejderha Dövmeli K?z;Roman;Dünya Edebiyat?;Remzi Kitabevi;Steg Larsson;Steg;Larsson;0;Türkçe;45586,54677;100613
ISBN_000000000001057;ACCS_000000000001037;LOAN_000000000001087;Ejderhalar?n Dans? K?s?m 1;Roman;Dünya Edebiyat?;Remzi Kitabevi;George R. R. Mart?n;George R. R.;Mart?n;0;Türkçe;44901,5094;100614
ISBN_000000000001058;ACCS_000000000001038;LOAN_000000000001088;Ekme?imi Kazan?rken;Roman;Rus Edebiyat?;Engin Yay?nc?l?k;Maksim Gorki;Maksim;Gorki;0;Türkçe;44525,59247;100004
ISBN_000000000001059;ACCS_000000000001039;LOAN_000000000001089;Ekmek Aras?;Roman;Dünya Edebiyat?;Can Yay?nlar?;Charles Bukowsk?;Charles;Bukowsk?;0;Türkçe;45567,30251;100091
ISBN_000000000001060;ACCS_000000000001040;LOAN_000000000001090;Ekmek Ve ?arap;Roman;Dünya Edebiyat?;Can Yay?nlar?;?gnazio Silone;?gnazio;Silone;0;Türkçe;44525,47486;100615
ISBN_000000000001061;ACCS_000000000001041;LOAN_000000000001091;Eksi S?f?r;Roman;Türk Edebiyat?;Can Yay?nlar?;Sunay Demircan;Sunay;Demircan;0;Türkçe;44529,37639;100616
ISBN_000000000001062;ACCS_000000000001042;LOAN_000000000001092;Eksik Parçaya Övgü;Roman;Dünya Edebiyat?;Can Yay?nlar?;Antoine Bello;Antoine;Bello;0;Türkçe;45573,38155;100617
ISBN_000000000001063;ACCS_000000000001043;LOAN_000000000001093;Elektrik Makinalar? Cilt Iv;Roman;Do?a Bilimleri ve Matematik;Can Yay?nlar?;Adnan Pe?int;Adnan;Pe?int;0;Türkçe;45562,4009;100153
ISBN_000000000001064;ACCS_000000000001044;LOAN_000000000001094;Ele?tirel Söyle?iler;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Mehmet Can Do?an;Mehmet Can;Do?an;0;Türkçe;45562,40278;100618
ISBN_000000000001065;ACCS_000000000001045;LOAN_000000000001095;Eluard;Roman;Dünya Edebiyat?;Can Yay?nlar?;Eluard;Eluard;0;0;Türkçe;44529,37912;100619
ISBN_000000000001066;ACCS_000000000001046;LOAN_000000000001096;Elveda Balkanlar;Roman;Tarih ve Co?rafya;Can Yay?nlar?;?smail Bilgin;?smail;Bilgin;0;Türkçe;44529,40205;100120
ISBN_000000000001067;ACCS_000000000001047;LOAN_000000000001097;Elveda Gülsar?;Roman;Türk Edebiyat?;Can Yay?nlar?;Cengiz Aytmatov;Cengiz;Aytmatov;0;Türkçe;45586,5469;100207
ISBN_000000000001068;ACCS_000000000001048;LOAN_000000000001098;Emir Sultan - Üç Kandil;Roman;Din ve Mitoloji;Can Yay?nlar?;Safiye Selma Hançer;Safiye Selma;Hançer;0;Türkçe;44524,38111;100620
ISBN_000000000001069;ACCS_000000000001049;LOAN_000000000001099;Emir Timur;Roman;Tarih ve Co?rafya;Çelik Yay?nlar?;Ebubekir Suba??;Ebubekir;Suba??;0;Türkçe;45562,50902;100145
ISBN_000000000001070;ACCS_000000000001050;LOAN_000000000001100;Empati;Roman;Dünya Edebiyat?;Çelik Yay?nlar?;Adam Fawer;Adam;Fawer;0;Türkçe;44529,46721;100463
ISBN_000000000001071;ACCS_000000000001051;LOAN_000000000001101;En Güzel A?k ?iirleri;Roman;?iir;Çelik Yay?nlar?;Ahmet Ha?im;Ahmet;Ha?im;0;Türkçe;44901,5117;100063
ISBN_000000000001072;ACCS_000000000001052;LOAN_000000000001102;En Güzel Casus Hikayeleri;Roman;Dünya Edebiyat?;Çelik Yay?nlar?;Bierce  Eric Ambler  William Haggard  Edgar Wallace  E. Philips Oppenheim  W. Somerset Maugham  Frank O'Connor  W.E. Johns  A.D. Divine  John Burchan  John Galsworthy  Peter Cheyrey  Valentine Williams  John Wainwright  Micheal Gilbert  Geoffrey  Househol;Bierce  Eric Ambler  William Haggard  Edgar Wallace  E. Philips Oppenheim  W. Somerset Maugham  Frank O'Connor  W.E. Johns  A.D. Divine  John Burchan  John Galsworthy  Peter Cheyrey  Valentine Williams  John Wainwright  Micheal Gilbert  Geoffrey;Househol;0;Türkçe;45026,44128;100621
ISBN_000000000001073;ACCS_000000000001053;LOAN_000000000001103;En Güzel Karadeniz F?kralar?;Roman;Türk Edebiyat?;Çelik Yay?nlar?;Mehmet Polato?lu;Mehmet;Polato?lu;0;Türkçe;45026,42619;100066
ISBN_000000000001074;ACCS_000000000001054;LOAN_000000000001104;En Mavi Göz;Roman;Dünya Edebiyat?;Çelik Yay?nlar?;Toni Morrison;Toni;Morrison;0;Türkçe;45562,49108;100622
ISBN_000000000001075;ACCS_000000000001054;LOAN_000000000001105;En Mavi Göz;Roman;Dünya Edebiyat?;Çelik Yay?nlar?;Toni Marrison;Toni;Marrison;0;Türkçe;44525,50655;100622
ISBN_000000000001076;ACCS_000000000001055;LOAN_000000000001106;En Uzun Gece;Roman;Türk Edebiyat?;Çelik Yay?nlar?;Ahmet Altan;Ahmet;Altan;0;Türkçe;45562,41994;100063
ISBN_000000000001077;ACCS_000000000001056;LOAN_000000000001107;Endülüse Veda;Roman;Türk Edebiyat?;Çelik Yay?nlar?;Yavuz Bahad?ro?lu;Yavuz;Bahad?ro?lu;0;Türkçe;44526,43672;100118
ISBN_000000000001078;ACCS_000000000001057;LOAN_000000000001108;Enesin Günlü?ü;Roman;Din ve Mitoloji;T.C ?stanbul Valili?i;Vejdi Bilgin;Vejdi;Bilgin;0;Türkçe;44901,46638;100344
ISBN_000000000001079;ACCS_000000000001058;LOAN_000000000001109;English Learner'S D?ct?onary;Roman;Türk Edebiyat?;Can Yay?nlar?;Coll?ns Metro;Coll?ns;Metro;1;Türkçe;44901,42137;100623
ISBN_000000000001080;ACCS_000000000001059;LOAN_000000000001110;Enigme En Perigord;Roman;Dünya Edebiyat?;Can Yay?nlar?;Lidia Parodi Marina Vallacco;Lidia Parodi Marina;Vallacco;0;Türkçe;44901,43028;100624
ISBN_000000000001081;ACCS_000000000001060;LOAN_000000000001111;Enkaz;Roman;Dünya Edebiyat?;Can Yay?nlar?;Cl?ve Cussler;Cl?ve;Cussler;0;Türkçe;44526,33311;100625
ISBN_000000000001082;ACCS_000000000001061;LOAN_000000000001112;Entelektüel;Roman;Türk Edebiyat?;Ayr?nt? Yay?nlar?;Edward Said;Edward;Said;0;Türkçe;44524,60248;100626
ISBN_000000000001083;ACCS_000000000001062;LOAN_000000000001113;Eothen;Roman;Tarih ve Co?rafya;Ayr?nt? Yay?nlar?;Alexander William Kinglake;Alexander William;Kinglake;0;Türkçe;44901,4773;100627
ISBN_000000000001084;ACCS_000000000001063;LOAN_000000000001114;Erguvan Güzeli;Roman;Tarih ve Co?rafya;Ayr?nt? Yay?nlar?;W?ll?am Stearns Dav?s;W?ll?am Stearns;Dav?s;0;Türkçe;44526,32926;100628
ISBN_000000000001085;ACCS_000000000001064;LOAN_000000000001115;Erken Kaybedenler;Roman;Türk Edebiyat?;Ayr?nt? Yay?nlar?;Emrah Serbes;Emrah;Serbes;0;Türkçe;45562,53772;100541
